"Step","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/saw/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/sin/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/square/train","Jul31-1847_Flowavenet_toy_time_rand_ampl - log_p/triangle/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/saw/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/sin/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/square/train","Jul28-1121_Flowavenet_toy_no_noise_time_rand_ampl - log_p/triangle/train"
"150410","-4.879869651794434","-4.873528099060058","-3.7714104652404785","-4.137081718444824","undefined","undefined","undefined","undefined"
"150420","-4.815792465209961","-4.88567886352539","-3.7358147859573365","-4.171179628372192","undefined","undefined","undefined","undefined"
"150430","-4.867498302459717","-4.879029893875122","-3.779856276512146","-4.211346960067749","undefined","undefined","undefined","undefined"
"150440","-4.869343996047974","-4.871274042129516","-3.8338623523712156","-4.212889385223389","undefined","undefined","undefined","undefined"
"150450","-4.870189952850342","-4.858164596557617","-3.7972090244293213","-4.211300659179687","undefined","undefined","undefined","undefined"
"150460","-4.819914817810059","-4.880652236938476","-3.712875008583069","-4.166819095611572","undefined","undefined","undefined","undefined"
"150470","-4.873685884475708","-4.836269521713257","-3.6540207386016847","-4.20106954574585","undefined","undefined","undefined","undefined"
"150480","-4.85864577293396","-4.854013681411743","-3.712299609184265","-4.207922887802124","undefined","undefined","undefined","undefined"
"150490","-4.913775157928467","-4.824566268920899","-3.6217833518981934","-4.228675842285156","undefined","undefined","undefined","undefined"
"150500","-4.9009778022766115","-4.85421462059021","-3.5887506723403932","-4.2256800651550295","undefined","undefined","undefined","undefined"
"150510","-4.928935241699219","-4.886245536804199","-3.6532218933105467","-4.182845735549927","undefined","undefined","undefined","undefined"
"150520","-4.917561626434326","-4.855126762390137","-3.5279870510101317","-4.184524822235107","undefined","undefined","undefined","undefined"
"150530","-4.87345929145813","-4.841130685806275","-3.687166690826416","-4.2036552906036375","undefined","undefined","undefined","undefined"
"150540","-4.864098167419433","-4.860106754302978","-3.367934823036194","-4.224897003173828","undefined","undefined","undefined","undefined"
"150550","-4.916080904006958","-4.845107984542847","-3.511374855041504","-4.223184633255005","undefined","undefined","undefined","undefined"
"150560","-4.881392574310302","-4.820520973205566","-3.4979613542556764","-4.196323013305664","undefined","undefined","undefined","undefined"
"150570","-4.905337476730347","-4.808461904525757","-3.4819096326828003","-4.14274230003357","undefined","undefined","undefined","undefined"
"150580","-4.889159202575684","-4.859850978851318","-3.5335387229919433","-4.1802209377288815","undefined","undefined","undefined","undefined"
"150590","-4.896267127990723","-4.784201383590698","-3.6904540061950684","-4.190168666839599","undefined","undefined","undefined","undefined"
"150600","-4.857184934616089","-4.710750532150269","-3.750227952003479","-4.212689542770386","undefined","undefined","undefined","undefined"
"150610","-4.904634428024292","-4.820872592926025","-3.7327849864959717","-4.197600507736206","undefined","undefined","undefined","undefined"
"150620","-4.852872848510742","-4.826771879196167","-3.7054833650588987","-4.196115112304687","undefined","undefined","undefined","undefined"
"150630","-4.900929737091064","-4.883936882019043","-3.7558314323425295","-4.1530846118927","undefined","undefined","undefined","undefined"
"150640","-4.882304716110229","-4.750589847564697","-3.7703851222991944","-4.150516128540039","undefined","undefined","undefined","undefined"
"150650","-4.872824621200562","-4.7931231498718265","-3.76388795375824","-4.20503716468811","undefined","undefined","undefined","undefined"
"150660","-4.875363779067993","-4.846972894668579","-3.531346893310547","-4.158986735343933","undefined","undefined","undefined","undefined"
"150670","-4.869993829727173","-4.846787595748902","-3.5516757488250734","-4.064982175827026","undefined","undefined","undefined","undefined"
"150680","-4.910346269607544","-4.86873459815979","-3.5284149169921877","-4.047792506217957","undefined","undefined","undefined","undefined"
"150690","-4.8951269626617435","-4.8928914070129395","-3.726237964630127","-4.117657566070557","undefined","undefined","undefined","undefined"
"150700","-4.874403429031372","-4.858076858520508","-3.7213130474090574","-4.167513084411621","undefined","undefined","undefined","undefined"
"150710","-4.847893714904785","-4.844249248504639","-3.7866555054982505","-4.190717856089274","undefined","undefined","undefined","undefined"
"150720","-4.908912611007691","-4.850481796264648","-3.7647964477539064","-4.170048618316651","undefined","undefined","undefined","undefined"
"150730","-4.803461980819702","-4.82343282699585","-3.686456823348999","-4.156306648254395","undefined","undefined","undefined","undefined"
"150740","-4.787508344650268","-4.797628355026245","-3.8022619485855103","-4.192224311828613","undefined","undefined","undefined","undefined"
"150750","-4.773467683792115","-4.7987854957580565","-3.693857216835022","-4.181039190292358","undefined","undefined","undefined","undefined"
"150760","-4.823100614547729","-4.848513889312744","-3.788712000846863","-4.167845249176025","undefined","undefined","undefined","undefined"
"150770","-4.835260248184204","-4.828082656860351","-3.8278069257736207","-4.078731107711792","undefined","undefined","undefined","undefined"
"150780","-4.8396049499511715","-4.868552350997925","-3.800666093826294","-4.117301201820373","undefined","undefined","undefined","undefined"
"150790","-4.813165187835693","-4.853750896453858","-3.646731972694397","-3.903159022331238","undefined","undefined","undefined","undefined"
"150800","-4.7913511276245115","-4.888075876235962","-3.666333055496216","-3.937532162666321","undefined","undefined","undefined","undefined"
"150810","-4.876215267181396","-4.862502861022949","-3.764898085594177","-4.0812582731246945","undefined","undefined","undefined","undefined"
"150820","-4.872896957397461","-4.886407375335693","-3.646341347694397","-4.153967046737671","undefined","undefined","undefined","undefined"
"150830","-4.863152265548706","-4.880601644515991","-3.601492190361023","-4.15633487701416","undefined","undefined","undefined","undefined"
"150840","-4.900627183914184","-4.871152067184449","-3.689198303222656","-4.165077543258667","undefined","undefined","undefined","undefined"
"150850","-4.940159463882447","-4.886222982406617","-3.693085265159607","-4.206345081329346","undefined","undefined","undefined","undefined"
"150860","-4.972508239746094","-4.875141429901123","-3.5580668210983277","-4.217015647888184","undefined","undefined","undefined","undefined"
"150870","-4.982606077194214","-4.872368717193604","-3.5912997722625732","-4.235237455368042","undefined","undefined","undefined","undefined"
"150880","-4.982882356643676","-4.8771913051605225","-3.6062902927398683","-4.216883707046509","undefined","undefined","undefined","undefined"
"150890","-4.966121578216553","-4.744478416442871","-3.698012137413025","-4.170502519607544","undefined","undefined","undefined","undefined"
"150900","-4.979323387145996","-4.77125129699707","-3.7110474586486815","-4.18869833946228","undefined","undefined","undefined","undefined"
"150910","-4.984319400787354","-4.709345006942749","-3.7237574815750123","-4.209131813049316","undefined","undefined","undefined","undefined"
"150920","-4.971886682510376","-4.710254240036011","-3.7301934003829955","-4.195927095413208","undefined","undefined","undefined","undefined"
"150930","-4.978820037841797","-4.778588438034058","-3.8043593168258667","-4.2057098865509035","undefined","undefined","undefined","undefined"
"150940","-4.983669090270996","-4.805213928222656","-3.797628617286682","-4.192902946472168","undefined","undefined","undefined","undefined"
"150950","-4.998769903182984","-4.83208212852478","-3.80373592376709","-4.191833019256592","undefined","undefined","undefined","undefined"
"150960","-4.988536548614502","-4.846395635604859","-3.7988861799240112","-4.1915974617004395","undefined","undefined","undefined","undefined"
"150970","-4.968299865722656","-4.87157826423645","-3.705660843849182","-4.170412230491638","undefined","undefined","undefined","undefined"
"150980","-4.974185943603516","-4.8925690174102785","-3.7733126640319825","-4.041123151779175","undefined","undefined","undefined","undefined"
"150990","-4.9854449272155765","-4.800782966613769","-3.7359958410263063","-4.016160488128662","undefined","undefined","undefined","undefined"
"151000","-4.985049772262573","-4.867920875549316","-3.7412161350250246","-4.053331756591797","undefined","undefined","undefined","undefined"
"151010","-4.990115356445313","-4.880975723266602","-3.658583164215088","-4.039769887924194","undefined","undefined","undefined","undefined"
"151020","-4.985265636444092","-4.861202430725098","-3.7399698734283446","-4.130255889892578","undefined","undefined","undefined","undefined"
"151030","-4.986012506484985","-4.874910688400268","-3.731277084350586","-4.149412059783936","undefined","undefined","undefined","undefined"
"151040","-4.985825920104981","-4.881205129623413","-3.7451484203338623","-4.1081012964248655","undefined","undefined","undefined","undefined"
"151050","-4.962862777709961","-4.8784716606140135","-3.7078664779663084","-4.2166712284088135","undefined","undefined","undefined","undefined"
"151060","-4.969280862808228","-4.880280685424805","-3.7544623136520388","-4.212932109832764","undefined","undefined","undefined","undefined"
"151070","-4.953205680847168","-4.859026002883911","-3.651917290687561","-4.2171789646148685","undefined","undefined","undefined","undefined"
"151080","-4.952099466323853","-4.88257622718811","-3.664400553703308","-4.236081504821778","undefined","undefined","undefined","undefined"
"151090","-4.949872732162476","-4.88399567604065","-3.735575485229492","-4.216824007034302","undefined","undefined","undefined","undefined"
"151100","-4.9949297428131105","-4.898070621490478","-3.6705925464630127","-4.218651914596558","undefined","undefined","undefined","undefined"
"151110","-5.002463388442993","-4.86761622428894","-3.6943909406661986","-4.210704374313354","undefined","undefined","undefined","undefined"
"151120","-4.964043378829956","-4.860766983032226","-3.7270098686218263","-4.173503041267395","undefined","undefined","undefined","undefined"
"151130","-4.972309207916259","-4.817540884017944","-3.701887273788452","-4.196373033523559","undefined","undefined","undefined","undefined"
"151140","-4.950297546386719","-4.860473155975342","-3.674692988395691","-4.222814607620239","undefined","undefined","undefined","undefined"
"151150","-4.959291601181031","-4.8450182437896725","-3.7164042711257936","-4.184016275405884","undefined","undefined","undefined","undefined"
"151160","-4.973120403289795","-4.819630336761475","-3.6160532236099243","-4.169065618515015","undefined","undefined","undefined","undefined"
"151170","-4.961692523956299","-4.78924150466919","-3.654061698913574","-4.203159236907959","undefined","undefined","undefined","undefined"
"151180","-4.87200927734375","-4.863135576248169","-3.4829014778137206","-4.18651819229126","undefined","undefined","undefined","undefined"
"151190","-4.565805912017822","-4.8206158638000485","-3.468740630149841","-4.151332998275757","undefined","undefined","undefined","undefined"
"151200","-4.595845127105713","-4.838376188278199","-3.5578744173049928","-4.1867249488830565","undefined","undefined","undefined","undefined"
"151210","-4.7012426376342775","-4.839454984664917","-3.715657377243042","-4.204067707061768","undefined","undefined","undefined","undefined"
"151220","-4.661977624893188","-4.868117237091065","-3.7059785604476927","-4.183277893066406","undefined","undefined","undefined","undefined"
"151230","-4.689215230941772","-4.871817016601563","-3.7440311193466185","-4.160547351837158","undefined","undefined","undefined","undefined"
"151240","-4.556294631958008","-4.860870456695556","-3.746092963218689","-4.112253093719483","undefined","undefined","undefined","undefined"
"151250","-4.608838057518005","-4.781366491317749","-3.7427140951156614","-4.260403394699097","undefined","undefined","undefined","undefined"
"151260","-4.767700338363648","-4.803534698486328","-3.8059722900390627","-4.1584632873535154","undefined","undefined","undefined","undefined"
"151270","-4.7789692878723145","-4.862680196762085","-3.678520083427429","-4.162514972686767","undefined","undefined","undefined","undefined"
"151280","-4.801069641113282","-4.869534826278686","-3.7151023387908935","-3.8922853231430055","undefined","undefined","undefined","undefined"
"151290","-4.829229736328125","-4.861730623245239","-3.719564652442932","-3.991318154335022","undefined","undefined","undefined","undefined"
"151300","-4.898995351791382","-4.8918475151062015","-3.7359947681427004","-4.101233720779419","undefined","undefined","undefined","undefined"
"151310","-4.83585844039917","-4.887694358825684","-3.7013696432113647","-4.174882650375366","undefined","undefined","undefined","undefined"
"151320","-4.796995449066162","-4.8790514945983885","-3.6837572336196898","-4.118504810333252","undefined","undefined","undefined","undefined"
"151330","-4.800295829772949","-4.890500497817993","-3.7329506158828734","-4.171502542495728","undefined","undefined","undefined","undefined"
"151340","-4.832347679138183","-4.8622777462005615","-3.6882095336914062","-4.225672197341919","undefined","undefined","undefined","undefined"
"151350","-4.864298534393311","-4.8740252494812015","-3.7398006200790403","-4.203163433074951","undefined","undefined","undefined","undefined"
"151360","-4.8194435119628904","-4.860405397415161","-3.7513701200485228","-4.230253505706787","undefined","undefined","undefined","undefined"
"151370","-4.862310552597046","-4.892385864257813","-3.716576838493347","-4.216242027282715","undefined","undefined","undefined","undefined"
"151380","-4.874153327941895","-4.897281789779663","-3.6707240104675294","-4.229135942459107","undefined","undefined","undefined","undefined"
"151390","-4.882288122177124","-4.895384454727173","-3.7304020643234255","-4.2231724739074705","undefined","undefined","undefined","undefined"
"151400","-4.893248462677002","-4.850559186935425","-3.7403050661087036","-4.211886167526245","undefined","undefined","undefined","undefined"
"151410","-4.875482034683228","-4.848669052124023","-3.7374017953872682","-4.2312524795532225","undefined","undefined","undefined","undefined"
"151420","-4.872908020019532","-4.879116582870483","-3.804973602294922","-4.174571847915649","undefined","undefined","undefined","undefined"
"151430","-4.885712480545044","-4.868960666656494","-3.624586892127991","-4.158031177520752","undefined","undefined","undefined","undefined"
"151440","-4.880907726287842","-4.891994476318359","-3.407623863220215","-4.131403541564941","undefined","undefined","undefined","undefined"
"151450","-4.8102325916290285","-4.8629766464233395","-3.487697720527649","-4.176987290382385","undefined","undefined","undefined","undefined"
"151460","-4.698434638977051","-4.8046050548553465","-3.6026968955993652","-4.148992443084717","undefined","undefined","undefined","undefined"
"151470","-4.788054656982422","-4.824309301376343","-3.6356688022613524","-4.150253939628601","undefined","undefined","undefined","undefined"
"151480","-4.837215280532837","-4.889134263992309","-3.705379509925842","-4.120905113220215","undefined","undefined","undefined","undefined"
"151490","-4.866738224029541","-4.892307186126709","-3.6992286920547484","-4.094960403442383","undefined","undefined","undefined","undefined"
"151500","-4.908453035354614","-4.873592901229858","-3.773528742790222","-4.167103862762451","undefined","undefined","undefined","undefined"
"151510","-4.916380977630615","-4.850793409347534","-3.833112955093384","-4.189747095108032","undefined","undefined","undefined","undefined"
"151520","-4.913623571395874","-4.866745567321777","-3.80589075088501","-4.204726457595825","undefined","undefined","undefined","undefined"
"151530","-4.918562555313111","-4.811280918121338","-3.824827241897583","-4.211042976379394","undefined","undefined","undefined","undefined"
"151540","-4.931984758377075","-4.86975679397583","-3.8064519643783568","-4.206656837463379","undefined","undefined","undefined","undefined"
"151550","-4.924819660186768","-4.824330568313599","-3.804144358634949","-4.197252082824707","undefined","undefined","undefined","undefined"
"151560","-4.909646701812744","-4.841421508789063","-3.8318297624588014","-4.2092211723327635","undefined","undefined","undefined","undefined"
"151570","-4.921843194961548","-4.738457584381104","-3.796986293792725","-4.194393873214722","undefined","undefined","undefined","undefined"
"151580","-4.898635959625244","-4.86590428352356","-3.8512736797332763","-4.2201003074646","undefined","undefined","undefined","undefined"
"151590","-4.821669578552246","-4.887144708633423","-3.6697593688964845","-4.216761589050293","undefined","undefined","undefined","undefined"
"151600","-4.828222131729126","-4.899174737930298","-3.6976086616516115","-4.162294459342957","undefined","undefined","undefined","undefined"
"151610","-4.8801867961883545","-4.875522804260254","-3.6965332984924317","-4.233432817459106","undefined","undefined","undefined","undefined"
"151620","-4.898706769943237","-4.881135559082031","-3.6087852478027345","-4.116896271705627","undefined","undefined","undefined","undefined"
"151630","-4.879805326461792","-4.891285800933838","-3.7345362186431883","-4.060882711410523","undefined","undefined","undefined","undefined"
"151640","-4.868388223648071","-4.889591407775879","-3.779063367843628","-4.088777351379394","undefined","undefined","undefined","undefined"
"151650","-4.76839051246643","-4.902038812637329","-3.746785283088684","-4.139332103729248","undefined","undefined","undefined","undefined"
"151660","-4.73767991065979","-4.805344724655152","-3.7313728809356688","-4.103304862976074","undefined","undefined","undefined","undefined"
"151670","-4.753679513931274","-4.842987775802612","-3.84964182972908","-3.851734846830368","undefined","undefined","undefined","undefined"
"151680","-4.82097430229187","-4.889248418807983","-3.7763882160186766","-3.905617666244507","undefined","undefined","undefined","undefined"
"151690","-4.4159869909286495","-4.848852205276489","-3.4348380088806154","-4.086386394500733","undefined","undefined","undefined","undefined"
"151700","-4.727357292175293","-4.857882928848267","-3.4402024269104006","-4.106957817077637","undefined","undefined","undefined","undefined"
"151710","-4.855212926864624","-4.882897472381591","-3.556106424331665","-4.105218553543091","undefined","undefined","undefined","undefined"
"151720","-4.879385328292846","-4.8563531875610355","-3.653453493118286","-4.1661309719085695","undefined","undefined","undefined","undefined"
"151730","-4.88936858177185","-4.869468450546265","-3.6871588945388796","-4.154409742355346","undefined","undefined","undefined","undefined"
"151740","-4.855278444290161","-4.880746936798095","-3.645430302619934","-4.2025275230407715","undefined","undefined","undefined","undefined"
"151750","-4.890237426757812","-4.890733098983764","-3.6787358045578005","-4.250328826904297","undefined","undefined","undefined","undefined"
"151760","-4.898083448410034","-4.871615409851074","-3.6779325008392334","-4.2560828685760494","undefined","undefined","undefined","undefined"
"151770","-4.892313480377197","-4.862057209014893","-3.6824349641799925","-4.137897849082947","undefined","undefined","undefined","undefined"
"151780","-4.879093790054322","-4.868722152709961","-3.684407901763916","-4.130162072181702","undefined","undefined","undefined","undefined"
"151790","-4.896425008773804","-4.854425716400146","-3.6889252424240113","-4.277533960342407","undefined","undefined","undefined","undefined"
"151800","-4.903461551666259","-4.870971441268921","-3.665527677536011","-4.2891930103302","undefined","undefined","undefined","undefined"
"151810","-4.933221387863159","-4.891363906860351","-3.711880087852478","-4.155775618553162","undefined","undefined","undefined","undefined"
"151820","-4.895954036712647","-4.887119340896606","-3.6990447759628298","-4.181864833831787","undefined","undefined","undefined","undefined"
"151830","-4.916569614410401","-4.904368162155151","-3.6812053442001345","-4.193149971961975","undefined","undefined","undefined","undefined"
"151840","-4.901695966720581","-4.888485336303711","-3.7132633686065675","-4.16269166469574","undefined","undefined","undefined","undefined"
"151850","-4.9379480361938475","-4.861825323104858","-3.687575078010559","-4.157207202911377","undefined","undefined","undefined","undefined"
"151860","-4.926517105102539","-4.891126823425293","-3.6443344593048095","-4.111005711555481","undefined","undefined","undefined","undefined"
"151870","-4.914074325561524","-4.866984939575195","-3.6951732635498047","-3.8772489070892333","undefined","undefined","undefined","undefined"
"151880","-4.892889499664307","-4.906512689590454","-3.683626627922058","-4.100075316429138","undefined","undefined","undefined","undefined"
"151890","-4.916875171661377","-4.860701608657837","-3.666398549079895","-3.9373735189437866","undefined","undefined","undefined","undefined"
"151900","-4.723696184158325","-4.879083585739136","-3.6923482179641725","-4.102446484565735","undefined","undefined","undefined","undefined"
"151910","-4.6941625595092775","-4.844165992736817","-3.695628213882446","-4.192555999755859","undefined","undefined","undefined","undefined"
"151920","-4.756562185287476","-4.841883420944214","-3.696087908744812","-4.170577669143677","undefined","undefined","undefined","undefined"
"151930","-4.867050361633301","-4.837209272384643","-3.6990554571151733","-4.199728345870971","undefined","undefined","undefined","undefined"
"151940","-4.87571907043457","-4.846708822250366","-3.7002725839614867","-4.192336988449097","undefined","undefined","undefined","undefined"
"151950","-5.010213232040405","-4.8642045021057125","-3.6843533754348754","-4.203619337081909","undefined","undefined","undefined","undefined"
"151960","-5.04429817199707","-4.8628912448883055","-3.6807925939559936","-4.230446720123291","undefined","undefined","undefined","undefined"
"151970","-5.06005597114563","-4.849176216125488","-3.675974440574646","-4.195599794387817","undefined","undefined","undefined","undefined"
"151980","-4.967199373245239","-4.875902938842773","-3.6698381423950197","-4.214197874069214","undefined","undefined","undefined","undefined"
"151990","-4.932647323608398","-4.8724071979522705","-3.687823939323425","-4.2068664073944095","undefined","undefined","undefined","undefined"
"152000","-4.991823005676269","-4.827681303024292","-3.6781237602233885","-4.215505313873291","undefined","undefined","undefined","undefined"
"152010","-4.968914222717285","-4.4564835786819454","-3.6781198024749755","-4.211687660217285","undefined","undefined","undefined","undefined"
"152020","-4.997992086410522","-4.74563627243042","-3.714517593383789","-4.2034264087677","undefined","undefined","undefined","undefined"
"152030","-5.002597761154175","-4.81709508895874","-3.6885073661804197","-4.206655406951905","undefined","undefined","undefined","undefined"
"152040","-4.991250658035279","-4.860438585281372","-3.6721523284912108","-4.208700513839721","undefined","undefined","undefined","undefined"
"152050","-4.982675647735595","-4.914513349533081","-3.6809014558792112","-4.204245901107788","undefined","undefined","undefined","undefined"
"152060","-4.961357307434082","-4.871758604049683","-3.670599603652954","-4.2164548397064205","undefined","undefined","undefined","undefined"
"152070","-4.9554253101348875","-4.882875537872314","-3.640971827507019","-4.165932273864746","undefined","undefined","undefined","undefined"
"152080","-4.972205924987793","-4.918390941619873","-3.693108606338501","-4.180940341949463","undefined","undefined","undefined","undefined"
"152090","-4.987237071990966","-4.845348739624024","-3.6934509754180906","-4.134508562088013","undefined","undefined","undefined","undefined"
"152100","-4.996188402175903","-4.8563422679901125","-3.655420517921448","-4.127089786529541","undefined","undefined","undefined","undefined"
"152110","-4.976510953903198","-4.878701400756836","-3.6795588970184325","-4.133200216293335","undefined","undefined","undefined","undefined"
"152120","-4.967270994186402","-4.894640779495239","-3.665414237976074","-4.176714563369751","undefined","undefined","undefined","undefined"
"152130","-5.011770725250244","-4.859576177597046","-3.6127951622009276","-4.178589582443237","undefined","undefined","undefined","undefined"
"152140","-5.002393436431885","-4.856105375289917","-3.6344820261001587","-4.138509607315063","undefined","undefined","undefined","undefined"
"152150","-5.020328140258789","-4.804344367980957","-3.6892362594604493","-4.144925212860107","undefined","undefined","undefined","undefined"
"152160","-5.002134227752686","-4.785520219802857","-3.7060533285140993","-4.179367589950561","undefined","undefined","undefined","undefined"
"152170","-4.987352800369263","-4.858464670181275","-3.711844325065613","-4.161762285232544","undefined","undefined","undefined","undefined"
"152180","-4.992997407913208","-4.9056822776794435","-3.696694254875183","-4.185405015945435","undefined","undefined","undefined","undefined"
"152190","-5.001798295974732","-4.923849058151245","-3.679894709587097","-4.195545244216919","undefined","undefined","undefined","undefined"
"152200","-4.962644100189209","-4.874528408050537","-3.7232009172439575","-4.185682487487793","undefined","undefined","undefined","undefined"
"152210","-4.9856956005096436","-4.898037624359131","-3.6850160360336304","-4.1902430057525635","undefined","undefined","undefined","undefined"
"152220","-4.958382558822632","-4.885088014602661","-3.685694694519043","-4.179622411727905","undefined","undefined","undefined","undefined"
"152230","-4.959514331817627","-4.883799362182617","-3.6933483839035035","-4.221025085449218","undefined","undefined","undefined","undefined"
"152240","-4.554357433319092","-4.8835344314575195","-3.7036442518234254","-4.2096932888031","undefined","undefined","undefined","undefined"
"152250","-4.526806926727295","-4.898353004455567","-3.676113653182983","-4.216893815994263","undefined","undefined","undefined","undefined"
"152260","-4.517422819137574","-4.864003896713257","-3.7027781009674072","-4.218898057937622","undefined","undefined","undefined","undefined"
"152270","-3.8187089204788207","-4.851341772079468","-3.677639293670654","-4.233581972122193","undefined","undefined","undefined","undefined"
"152280","-4.537286472320557","-4.879295730590821","-3.6556610822677613","-4.228224229812622","undefined","undefined","undefined","undefined"
"152290","-4.267196297645569","-4.82784252166748","-3.7009883403778074","-4.243959093093872","undefined","undefined","undefined","undefined"
"152300","-4.684090232849121","-4.8677081108093265","-3.684923195838928","-4.204102516174316","undefined","undefined","undefined","undefined"
"152310","-4.842165327072143","-4.886220121383667","-3.6723868608474732","-4.21256046295166","undefined","undefined","undefined","undefined"
"152320","-4.708337497711182","-4.88720383644104","-3.709691643714905","-4.197861814498902","undefined","undefined","undefined","undefined"
"152330","-4.591499614715576","-4.867522382736206","-3.6992540836334227","-4.195982170104981","undefined","undefined","undefined","undefined"
"152340","-4.76186170578003","-4.882643222808838","-3.682055187225342","-4.226022577285766","undefined","undefined","undefined","undefined"
"152350","-4.832640266418457","-4.8315752983093265","-3.6691895008087156","-4.244841289520264","undefined","undefined","undefined","undefined"
"152360","-4.577712440490723","-4.842340278625488","-3.6905075550079345","-4.166438603401184","undefined","undefined","undefined","undefined"
"152370","-4.823899650573731","-4.840097570419312","-3.6589210271835326","-4.056423234939575","undefined","undefined","undefined","undefined"
"152380","-4.958758592605591","-4.864707136154175","-3.676440405845642","-4.123151755332946","undefined","undefined","undefined","undefined"
"152390","-5.008967018127441","-4.903202867507934","-3.68110077381134","-3.909142756462097","undefined","undefined","undefined","undefined"
"152400","-5.032569313049317","-4.866624641418457","-3.657340931892395","-4.135981702804566","undefined","undefined","undefined","undefined"
"152410","-4.936401796340943","-4.866853380203247","-3.7053645610809327","-4.120154547691345","undefined","undefined","undefined","undefined"
"152420","-4.935337924957276","-4.896391248703003","-3.693790626525879","-4.131963467597961","undefined","undefined","undefined","undefined"
"152430","-4.90178370475769","-4.9012195587158205","-3.6694851160049438","-4.119061040878296","undefined","undefined","undefined","undefined"
"152440","-4.909309434890747","-4.885357999801636","-3.7057276725769044","-4.164183855056763","undefined","undefined","undefined","undefined"
"152450","-4.817399740219116","-4.876498651504517","-3.7033769607543947","-4.086685347557068","undefined","undefined","undefined","undefined"
"152460","-4.788343000411987","-4.864987897872925","-3.676693058013916","-4.144801425933838","undefined","undefined","undefined","undefined"
"152470","-4.700941562652588","-4.864020252227784","-3.692264986038208","-4.136653804779053","undefined","undefined","undefined","undefined"
"152480","-4.762623500823975","-4.8813889503479","-3.6526393413543703","-4.135522937774658","undefined","undefined","undefined","undefined"
"152490","-4.796766567230224","-4.855676889419556","-3.6061740159988402","-4.1361175060272215","undefined","undefined","undefined","undefined"
"152500","-4.866815900802612","-4.87715368270874","-3.610108184814453","-4.1520030975341795","undefined","undefined","undefined","undefined"
"152510","-4.863776206970215","-4.856488370895386","-3.53076229095459","-4.17489652633667","undefined","undefined","undefined","undefined"
"152520","-4.826045083999634","-4.891326475143432","-3.6341529369354246","-4.196568584442138","undefined","undefined","undefined","undefined"
"152530","-4.773645734786987","-4.889532852172851","-3.729261064529419","-4.20683012008667","undefined","undefined","undefined","undefined"
"152540","-4.840788316726685","-4.901046943664551","-3.7175573825836183","-4.210731172561646","undefined","undefined","undefined","undefined"
"152550","-4.760326766967774","-4.88033390045166","-3.70268657207489","-4.223094415664673","undefined","undefined","undefined","undefined"
"152560","-4.808311128616333","-4.856489992141723","-3.5896979093551638","-4.23456974029541","undefined","undefined","undefined","undefined"
"152570","-4.775018739700317","-4.883727598190307","-3.5407238960266114","-4.2225627422332765","undefined","undefined","undefined","undefined"
"152580","-4.8653857707977295","-4.8875260829925535","-3.6310537099838256","-4.208177709579468","undefined","undefined","undefined","undefined"
"152590","-4.874180698394776","-4.887195444107055","-3.658420753479004","-4.221000289916992","undefined","undefined","undefined","undefined"
"152600","-4.862307929992676","-4.872062158584595","-3.6696074962615968","-4.2126429080963135","undefined","undefined","undefined","undefined"
"152610","-4.809902191162109","-4.871732997894287","-3.657572102546692","-4.229941082000733","undefined","undefined","undefined","undefined"
"152620","-4.399789969126384","-4.908692359924316","-3.629448890686035","-4.244396845499675","undefined","undefined","undefined","undefined"
"152630","-4.607058143615722","-4.835439777374267","-3.6684549331665037","-4.21798005104065","undefined","undefined","undefined","undefined"
"152640","-4.6677577018737795","-4.858201265335083","-3.6911229133605956","-4.208785676956177","undefined","undefined","undefined","undefined"
"152650","-4.762347984313965","-4.8670135021209715","-3.716032791137695","-4.189346075057983","undefined","undefined","undefined","undefined"
"152660","-4.785672855377197","-4.869919013977051","-3.6747470140457152","-4.164890623092651","undefined","undefined","undefined","undefined"
"152670","-4.807451295852661","-4.8944884777069095","-3.669078016281128","-4.1642122030258175","undefined","undefined","undefined","undefined"
"152680","-4.786635017395019","-4.87688422203064","-3.6815252780914305","-4.165505647659302","undefined","undefined","undefined","undefined"
"152690","-4.457302784919738","-4.863911581039429","-3.659397506713867","-4.208703851699829","undefined","undefined","undefined","undefined"
"152700","-4.584352207183838","-4.876014137268067","-3.666342329978943","-4.203267908096313","undefined","undefined","undefined","undefined"
"152710","-4.765528774261474","-4.807445096969604","-3.692117762565613","-4.245887517929077","undefined","undefined","undefined","undefined"
"152720","-4.699510860443115","-4.7712640285491945","-3.624964118003845","-4.176416683197021","undefined","undefined","undefined","undefined"
"152730","-4.671409749984742","-4.612197828292847","-3.6708561897277834","-4.215964078903198","undefined","undefined","undefined","undefined"
"152740","-4.847010469436645","-4.778558015823364","-3.6969922304153444","-4.193364858627319","undefined","undefined","undefined","undefined"
"152750","-4.7806929588317875","-4.8511576652526855","-3.6948665618896483","-4.1846456050872805","undefined","undefined","undefined","undefined"
"152760","-4.664073085784912","-4.900851392745972","-3.6422595262527464","-4.095837068557739","undefined","undefined","undefined","undefined"
